song,performer,count,decade,main_performer,release_date,title,main_artist,spotify_id,spotify_link,popularity,acousticness,analysis_url,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,explicit,genres,broad_genre
Say You Won't Let Go,James Arthur,52,2010,James Arthur,2016-10-28,Say You Won't Let Go,James Arthur,5uCax9HTNlzGybIStD3vDh,spotify:track:5uCax9HTNlzGybIStD3vDh,82,0.695,https://api.spotify.com/v1/audio-analysis/5uCax9HTNlzGybIStD3vDh,0.358,211467.0,0.557,0.0,10.0,0.0902,-7.398,1.0,0.059,85.043,4.0,0.494,False,"['dance pop', 'pop', 'post-teen pop', 'talent show']",pop
Stressed Out,twenty one pilots,52,2010,twenty one pilots,2015-05-15,Stressed Out,Twenty One Pilots,3CRDbSIZ4r5MsZ0YwxuEkn,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,81,0.0462,https://api.spotify.com/v1/audio-analysis/3CRDbSIZ4r5MsZ0YwxuEkn,0.734,202333.0,0.637,2.29e-05,4.0,0.0602,-5.677,0.0,0.141,169.977,4.0,0.648,False,"['pop punk', 'rock']",pop
Trap Queen,Fetty Wap,52,2010,Fetty Wap,2015-09-25,Trap Queen,Fetty Wap,2d8JP84HNLKhmd6IYOoupQ,spotify:track:2d8JP84HNLKhmd6IYOoupQ,72,0.0244,https://api.spotify.com/v1/audio-analysis/2d8JP84HNLKhmd6IYOoupQ,0.746,222093.0,0.873,0.0,7.0,0.354,-3.803,1.0,0.128,148.075,4.0,0.817,True,"['new jersey rap', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",rap
Girls Like You,Maroon 5 Featuring Cardi B,52,2010,Maroon 5 ,2018-06-15,Girls Like You (feat. Cardi B),Maroon 5,6V1bu6o1Yo5ZXnsCJU8Ovk,spotify:track:6V1bu6o1Yo5ZXnsCJU8Ovk,72,0.568,https://api.spotify.com/v1/audio-analysis/6V1bu6o1Yo5ZXnsCJU8Ovk,0.851,235545.0,0.541,0.0,0.0,0.13,-6.825,1.0,0.0505,124.959,4.0,0.448,True,['pop'],pop
Can't Stop The Feeling!,Justin Timberlake,52,2010,Justin Timberlake,2019-06-17,Can’t Stop the Feeling - Acoustic Cover,Various Artists,2GyeYBE4rncMsw2QJta3Ne,spotify:track:2GyeYBE4rncMsw2QJta3Ne,7,0.95,https://api.spotify.com/v1/audio-analysis/2GyeYBE4rncMsw2QJta3Ne,0.735,214238.0,0.3,0.903,9.0,0.0949,-13.505,0.0,0.0522,92.033,4.0,0.6,False,[],unknown
Cheap Thrills,Sia Featuring Sean Paul,52,2010,Sia ,2016-10-21,Cheap Thrills,Sia,3S4px9f4lceWdKf0gWciFu,spotify:track:3S4px9f4lceWdKf0gWciFu,71,0.0472,https://api.spotify.com/v1/audio-analysis/3S4px9f4lceWdKf0gWciFu,0.628,211667.0,0.698,0.00143,6.0,0.0907,-5.608,0.0,0.105,89.976,4.0,0.732,False,"['australian dance', 'australian pop', 'pop']",pop
Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,51,2010,Luis Fonsi & Daddy Yankee ,2017-04-17,Despacito - Remix,Luis Fonsi,6rPO02ozF3bM7NnOV4h6s2,spotify:track:6rPO02ozF3bM7NnOV4h6s2,79,0.228,https://api.spotify.com/v1/audio-analysis/6rPO02ozF3bM7NnOV4h6s2,0.653,228827.0,0.816,0.0,2.0,0.0967,-4.353,1.0,0.167,178.086,4.0,0.816,False,"['dance pop', 'latin', 'latin pop', 'pop', 'tropical']",pop
That's What I Like,Bruno Mars,51,2010,Bruno Mars,2017-05-05,That’s What I Like,Various Artists,41845KfPUpg17FYYw0lKYg,spotify:track:41845KfPUpg17FYYw0lKYg,33,0.0135,https://api.spotify.com/v1/audio-analysis/41845KfPUpg17FYYw0lKYg,0.845,204773.0,0.569,0.0,1.0,0.0898,-5.127,1.0,0.0414,134.047,4.0,0.848,False,[],unknown
Believer,Imagine Dragons,51,2010,Imagine Dragons,2017-06-23,Believer,Imagine Dragons,0pqnGHJpmpxLKifKRmU6WP,spotify:track:0pqnGHJpmpxLKifKRmU6WP,86,0.0622,https://api.spotify.com/v1/audio-analysis/0pqnGHJpmpxLKifKRmU6WP,0.776,204347.0,0.78,0.0,10.0,0.081,-4.374,0.0,0.128,124.949,4.0,0.666,False,"['modern rock', 'rock']",rock
Thunder,Imagine Dragons,51,2010,Imagine Dragons,2017-06-23,Thunder,Imagine Dragons,1zB4vmk8tFRmM9UULNzbLB,spotify:track:1zB4vmk8tFRmM9UULNzbLB,84,0.00671,https://api.spotify.com/v1/audio-analysis/1zB4vmk8tFRmM9UULNzbLB,0.605,187147.0,0.822,0.134,0.0,0.147,-4.833,1.0,0.0438,167.997,4.0,0.288,False,"['modern rock', 'rock']",rock
Watch Me,Silento,51,2010,Silento,2015-05-04,Watch Me (Whip / Nae Nae),Silentó,5RIVoVdkDLEygELLCniZFr,spotify:track:5RIVoVdkDLEygELLCniZFr,65,0.247,https://api.spotify.com/v1/audio-analysis/5RIVoVdkDLEygELLCniZFr,0.821,185143.0,0.759,0.0,8.0,0.321,-8.541,1.0,0.121,140.01,4.0,0.962,False,['pinoy hip hop'],rap
Shake It Off,Taylor Swift,50,2010,Taylor Swift,2019-09-06,Shake It Off,Various Artists,5oID3Qj3tTCZEH9eo0snxm,spotify:track:5oID3Qj3tTCZEH9eo0snxm,0,0.0647,https://api.spotify.com/v1/audio-analysis/5oID3Qj3tTCZEH9eo0snxm,0.647,219200.0,0.8,0.0,7.0,0.334,-5.384,1.0,0.165,160.078,4.0,0.942,False,[],unknown
Call Me Maybe,Carly Rae Jepsen,50,2010,Carly Rae Jepsen,2012-01-01,Call Me Maybe,Carly Rae Jepsen,3TGRqZ0a2l1LRblBkJoaDx,spotify:track:3TGRqZ0a2l1LRblBkJoaDx,67,0.0123,https://api.spotify.com/v1/audio-analysis/3TGRqZ0a2l1LRblBkJoaDx,0.778,193400.0,0.585,0.0,7.0,0.108,-6.502,1.0,0.0435,120.069,4.0,0.626,False,"['canadian pop', 'dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop']",pop
Congratulations,Post Malone Featuring Quavo,50,2010,Post Malone ,2016-12-09,Congratulations,Post Malone,3a1lNhkSLSkpJE4MSHpDu9,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,83,0.215,https://api.spotify.com/v1/audio-analysis/3a1lNhkSLSkpJE4MSHpDu9,0.63,220293.0,0.804,0.0,6.0,0.253,-4.183,1.0,0.0363,123.146,4.0,0.492,True,"['dfw rap', 'pop', 'rap']",rap
Tequila,Dan + Shay,50,2010,Dan + Shay,2018-01-10,Tequila,Dan + Shay,7Il2yWQmsqKgSkLQvHTPUI,spotify:track:7Il2yWQmsqKgSkLQvHTPUI,75,0.0292,https://api.spotify.com/v1/audio-analysis/7Il2yWQmsqKgSkLQvHTPUI,0.474,195987.0,0.594,0.0,11.0,0.133,-5.756,1.0,0.0289,86.131,4.0,0.503,False,['contemporary country'],country
Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,49,2010,Maroon 5 ,2010,Moves Like Jagger - Studio Recording From The Voice Performance,Maroon 5,7LcfRTgAVTs5pQGEQgUEzN,spotify:track:7LcfRTgAVTs5pQGEQgUEzN,67,0.0111,https://api.spotify.com/v1/audio-analysis/7LcfRTgAVTs5pQGEQgUEzN,0.722,201160.0,0.758,0.0,11.0,0.308,-4.477,0.0,0.0471,128.047,4.0,0.62,False,['pop'],pop
Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,49,2010,Macklemore & Ryan Lewis ,2012-10-10,Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,4YMqbFcDIFiCBd02PzUBcM,spotify:track:4YMqbFcDIFiCBd02PzUBcM,69,0.0619,https://api.spotify.com/v1/audio-analysis/4YMqbFcDIFiCBd02PzUBcM,0.781,235613.0,0.526,0.0,6.0,0.0457,-6.985,0.0,0.293,94.992,4.0,0.662,True,"['dance pop', 'pop', 'pop rap']",pop
Youngblood,5 Seconds Of Summer,48,2010,5 Seconds Of Summer,2018-06-15,Youngblood,5 Seconds of Summer,2iUXsYOEPhVqEBwsqP70rE,spotify:track:2iUXsYOEPhVqEBwsqP70rE,83,0.0169,https://api.spotify.com/v1/audio-analysis/2iUXsYOEPhVqEBwsqP70rE,0.596,203418.0,0.854,0.0,7.0,0.124,-5.114,0.0,0.463,120.274,4.0,0.152,False,"['boy band', 'dance pop', 'pop', 'post-teen pop']",pop
Lean On,Major Lazer & DJ Snake Featuring MO,48,2010,Major Lazer & DJ Snake ,2015-09-04,Lean On - J Balvin & Farruko Remix,Major Lazer,1YAWPd6beey1hE9Hr0jFqQ,spotify:track:1YAWPd6beey1hE9Hr0jFqQ,45,0.0259,https://api.spotify.com/v1/audio-analysis/1YAWPd6beey1hE9Hr0jFqQ,0.781,230698.0,0.746,0.0,5.0,0.0572,-4.463,0.0,0.0675,98.008,4.0,0.34,False,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'tropical house']",pop
Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,48,2010,Robin Thicke ,2013-01-01,Blurred Lines,Robin Thicke,0n4bITAu0Y0nigrz3MFJMb,spotify:track:0n4bITAu0Y0nigrz3MFJMb,73,0.00373,https://api.spotify.com/v1/audio-analysis/0n4bITAu0Y0nigrz3MFJMb,0.862,263827.0,0.608,6.14e-06,7.0,0.0856,-4.762,1.0,0.0402,120.002,4.0,0.836,False,"['dance pop', 'hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",pop
Just The Way You Are,Bruno Mars,48,2010,Bruno Mars,2010-10-05,Just the Way You Are,Bruno Mars,7BqBn9nzAq8spo5e7cZ0dJ,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,77,0.0151,https://api.spotify.com/v1/audio-analysis/7BqBn9nzAq8spo5e7cZ0dJ,0.637,220733.0,0.843,0.0,5.0,0.0876,-5.413,1.0,0.0432,109.012,4.0,0.434,False,"['dance pop', 'pop', 'post-teen pop']",pop
Little Talks,Of Monsters And Men,48,2010,Of Monsters And Men,2012-01-01,Little Talks,Of Monsters and Men,2ihCaVdNZmnHZWt0fvAM7B,spotify:track:2ihCaVdNZmnHZWt0fvAM7B,73,0.0206,https://api.spotify.com/v1/audio-analysis/2ihCaVdNZmnHZWt0fvAM7B,0.446,266600.0,0.757,0.0,1.0,0.146,-5.177,1.0,0.0322,102.88,4.0,0.421,False,"['folk-pop', 'indie folk', 'indie pop', 'metropopolis', 'modern rock', 'stomp and holler']",unknown
The Hills,The Weeknd,48,2010,The Weeknd,2015-08-28,The Hills,The Weeknd,7fBv7CLKzipRk6EC6TWHOB,spotify:track:7fBv7CLKzipRk6EC6TWHOB,79,0.0671,https://api.spotify.com/v1/audio-analysis/7fBv7CLKzipRk6EC6TWHOB,0.58,242253.0,0.565,0.0,0.0,0.135,-7.065,0.0,0.0488,112.986,4.0,0.138,True,"['canadian contemporary r&b', 'canadian pop', 'pop', 'rap']",pop
New Rules,Dua Lipa,47,2010,Dua Lipa,2017-06-02,New Rules,Dua Lipa,2ekn2ttSfGqwhhate0LSR0,spotify:track:2ekn2ttSfGqwhhate0LSR0,81,0.00261,https://api.spotify.com/v1/audio-analysis/2ekn2ttSfGqwhhate0LSR0,0.762,209320.0,0.7,1.56e-05,9.0,0.153,-6.021,0.0,0.0694,116.073,4.0,0.608,False,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",pop
It's Time,Imagine Dragons,47,2010,Imagine Dragons,2015-12-18,I Love You All the Time (Play It Forward Campaign),Imagine Dragons,2POOvCjR09X41UNUWm12dT,spotify:track:2POOvCjR09X41UNUWm12dT,35,0.0689,https://api.spotify.com/v1/audio-analysis/2POOvCjR09X41UNUWm12dT,0.751,187244.0,0.825,0.00259,7.0,0.25,-2.862,1.0,0.0362,117.019,4.0,0.575,False,"['modern rock', 'rock']",rock
All About That Bass,Meghan Trainor,47,2010,Meghan Trainor,2015-01-09,All About That Bass,Meghan Trainor,5jE48hhRu8E6zBDPRSkEq7,spotify:track:5jE48hhRu8E6zBDPRSkEq7,68,0.0573,https://api.spotify.com/v1/audio-analysis/5jE48hhRu8E6zBDPRSkEq7,0.807,187920.0,0.887,2.87e-06,9.0,0.124,-3.726,1.0,0.0503,134.052,4.0,0.961,True,"['dance pop', 'hip pop', 'pop', 'post-teen pop']",pop
